,index,month,year,center_name,wholesale,retail,total_arrival,culture,type
4365,9,January,2014,DELHI,575,1440,31705,potato,store
4366,10,January,2014,GANGATOK,0,0,0,potato,store
4367,11,January,2014,GUWAHATI,630,800,55,potato,store
4368,12,January,2014,HYDERABAD,876,2000,12936,potato,store
4369,13,January,2014,JAIPUR,0,0,0,potato,store
4370,14,January,2014,JAMMU,0,0,0,potato,store
4371,15,January,2014,KOLKATA,0,0,0,potato,store
4372,16,January,2014,LUCKNOW,0,0,0,potato,store
4373,17,January,2014,MUMBAI,1152,1813,0,potato,store
4374,18,January,2014,NAGPUR,492,968,8970,potato,store
4375,19,January,2014,NASIK,874,1177,2181,potato,store
4376,20,January,2014,PATNA,0,0,0,potato,store
4377,21,January,2014,PUNE,0,0,0,potato,store
4378,22,January,2014,RAIPUR,492,1052,0,potato,store
4379,23,January,2014,RANCHI,702,1136,7426,potato,store
4380,24,January,2014,SRINAGAR,1485,2015,1790,potato,store
4381,25,January,2014,TRIVENDRUM,0,0,0,potato,store
4382,26,January,2014,VARANASI,229,833,357,potato,store
4383,27,February,2014,AHMEDABAD,400,1500,851,potato,store
4384,28,February,2014,AMRITSAR,0,0,0,potato,store
4385,29,February,2014,BANGALURU,0,0,0,potato,store
4386,30,February,2014,BARAUT,0,0,0,potato,store
4387,31,February,2014,BHOPAL,567,800,360,potato,store
4388,32,February,2014,BHUBANESHWAR,450,826,4025,potato,store
4389,33,February,2014,CHANDIGARH,0,0,0,potato,store
4390,34,February,2014,CHENNAI,0,0,0,potato,store
4391,35,February,2014,DEHRADUN,380,1000,154,potato,store
4392,36,February,2014,DELHI,660,1406,23180,potato,store
4393,37,February,2014,GANGATOK,0,0,0,potato,store
4394,38,February,2014,GUWAHATI,0,0,0,potato,store
4395,39,February,2014,HYDERABAD,711,1973,10546,potato,store
4396,40,February,2014,JAIPUR,0,0,0,potato,store
4397,41,February,2014,JAMMU,0,0,0,potato,store
4398,42,February,2014,KOLKATA,0,0,0,potato,store
4399,43,February,2014,LUCKNOW,0,0,0,potato,store
4400,44,February,2014,MUMBAI,1080,1500,0,potato,store
4401,45,February,2014,NAGPUR,465,1000,5580,potato,store
4402,46,February,2014,NASIK,0,0,0,potato,store
4403,47,February,2014,PATNA,0,0,0,potato,store
4404,48,February,2014,PUNE,0,0,0,potato,store
4405,49,February,2014,RAIPUR,0,0,0,potato,store
4406,50,February,2014,RANCHI,417,957,6595,potato,store
4407,51,February,2014,SRINAGAR,1309,1874,1850,potato,store
4408,52,February,2014,TRIVENDRUM,0,0,0,potato,store
4409,53,February,2014,VARANASI,300,900,334,potato,store
4410,54,March,2014,AHMEDABAD,0,0,0,potato,store
4411,55,March,2014,AMRITSAR,0,0,0,potato,store
4412,56,March,2014,BANGALURU,950,2200,1271,potato,store
4413,57,March,2014,BARAUT,0,0,0,potato,store
4414,58,March,2014,BHOPAL,0,0,0,potato,store
4415,59,March,2014,BHUBANESHWAR,367,755,550,potato,store
4416,60,March,2014,CHANDIGARH,0,0,0,potato,store
4417,61,March,2014,CHENNAI,1600,3400,110,potato,store
4418,62,March,2014,DEHRADUN,0,0,0,potato,store
4419,63,March,2014,DELHI,0,0,2150,potato,store
4420,64,March,2014,GANGATOK,0,0,0,potato,store
4421,65,March,2014,GUWAHATI,0,0,0,potato,store
4422,66,March,2014,HYDERABAD,886,2512,13164,potato,store
4423,67,March,2014,JAIPUR,400,800,930,potato,store
4424,68,March,2014,JAMMU,0,0,0,potato,store
4425,69,March,2014,KOLKATA,0,0,0,potato,store
4426,70,March,2014,LUCKNOW,0,0,0,potato,store
4427,71,March,2014,MUMBAI,1150,1500,0,potato,store
4428,72,March,2014,NAGPUR,423,1000,6010,potato,store
4429,73,March,2014,NASIK,0,0,0,potato,store
4430,74,March,2014,PATNA,0,0,0,potato,store
4431,75,March,2014,PUNE,0,0,0,potato,store
4432,76,March,2014,RAIPUR,0,0,0,potato,store
4433,77,March,2014,RANCHI,414,880,6500,potato,store
4434,78,March,2014,SRINAGAR,1035,1769,2000,potato,store
4435,79,March,2014,TRIVENDRUM,0,0,0,potato,store
4436,80,March,2014,VARANASI,0,0,0,potato,store
4437,81,April,2014,AHMEDABAD,542,1500,16777,potato,store
4438,82,April,2014,AMRITSAR,0,0,0,potato,store
4439,83,April,2014,BANGALURU,1117,2300,2029,potato,store
4440,84,April,2014,BARAUT,420,750,28,potato,store
4441,85,April,2014,BHOPAL,400,600,145,potato,store
4442,86,April,2014,BHUBANESHWAR,0,0,0,potato,store
4443,87,April,2014,CHANDIGARH,1250,2200,60,potato,store
4444,88,April,2014,CHENNAI,850,1400,100,potato,store
4445,89,April,2014,DEHRADUN,0,0,0,potato,store
4446,90,April,2014,DELHI,0,0,0,potato,store
4447,91,April,2014,GANGATOK,0,0,0,potato,store
4448,92,April,2014,GUWAHATI,663,2860,1070,potato,store
4449,93,April,2014,HYDERABAD,998,2000,13102,potato,store
4450,94,April,2014,JAIPUR,0,0,0,potato,store
4451,95,April,2014,JAMMU,0,0,0,potato,store
4452,96,April,2014,KOLKATA,0,0,0,potato,store
4453,97,April,2014,LUCKNOW,0,0,0,potato,store
4454,98,April,2014,MUMBAI,950,2000,0,potato,store
4455,99,April,2014,NAGPUR,551,1010,4990,potato,store
4456,100,April,2014,NASIK,0,0,0,potato,store
4457,101,April,2014,PATNA,0,0,0,potato,store
4458,102,April,2014,PUNE,0,0,0,potato,store
4459,103,April,2014,RAIPUR,0,0,0,potato,store
4460,104,April,2014,RANCHI,453,839,6225,potato,store
4461,105,April,2014,SRINAGAR,1017,1765,2130,potato,store
4462,106,April,2014,TRIVENDRUM,0,0,0,potato,store
4463,107,April,2014,VARANASI,250,750,100,potato,store
4464,108,May,2014,AHMEDABAD,514,1500,16835,potato,store
4465,109,May,2014,AMRITSAR,0,0,0,potato,store
4466,110,May,2014,BANGALURU,1000,2000,855,potato,store
4467,111,May,2014,BARAUT,422,776,309,potato,store
4468,112,May,2014,BHOPAL,0,0,0,potato,store
4469,113,May,2014,BHUBANESHWAR,684,1000,4080,potato,store
4470,114,May,2014,CHANDIGARH,0,0,0,potato,store
4471,115,May,2014,CHENNAI,0,0,0,potato,store
4472,116,May,2014,DEHRADUN,550,1200,91,potato,store
4473,117,May,2014,DELHI,508,1300,11837,potato,store
4474,118,May,2014,GANGATOK,0,0,0,potato,store
4475,119,May,2014,GUWAHATI,682,1216,5417,potato,store
4476,120,May,2014,HYDERABAD,1075,2000,13516,potato,store
4477,121,May,2014,JAIPUR,500,700,1582,potato,store
4478,122,May,2014,JAMMU,0,0,0,potato,store
4479,123,May,2014,KOLKATA,768,1165,4811,potato,store
4480,124,May,2014,LUCKNOW,0,0,0,potato,store
4481,125,May,2014,MUMBAI,1159,1500,0,potato,store
4482,126,May,2014,NAGPUR,627,1027,6540,potato,store
4483,127,May,2014,NASIK,0,0,0,potato,store
4484,128,May,2014,PATNA,801,1400,860,potato,store
4485,129,May,2014,PUNE,0,0,0,potato,store
4486,130,May,2014,RAIPUR,743,1360,816,potato,store
4487,131,May,2014,RANCHI,547,954,6889,potato,store
4488,132,May,2014,SRINAGAR,976,1729,2110,potato,store
4489,133,May,2014,TRIVENDRUM,0,0,0,potato,store
4490,134,May,2014,VARANASI,0,0,0,potato,store
4491,135,June,2014,AHMEDABAD,535,1471,14929,potato,store
4492,136,June,2014,AMRITSAR,359,870,2100,potato,store
4493,137,June,2014,BANGALURU,1000,2200,2234,potato,store
4494,138,June,2014,BARAUT,402,769,295,potato,store
4495,139,June,2014,BHOPAL,661,1288,5237,potato,store
4496,140,June,2014,BHUBANESHWAR,697,1000,9050,potato,store
4497,141,June,2014,CHANDIGARH,483,940,1875,potato,store
4498,142,June,2014,CHENNAI,2700,3900,190,potato,store
4499,143,June,2014,DEHRADUN,618,1483,866,potato,store
4500,144,June,2014,DELHI,593,1396,24453,potato,store
4501,145,June,2014,GANGATOK,1140,1964,190,potato,store
4502,146,June,2014,GUWAHATI,955,1797,6762,potato,store
4503,147,June,2014,HYDERABAD,1044,2000,15356,potato,store
4504,148,June,2014,JAIPUR,459,741,14138,potato,store
4505,149,June,2014,JAMMU,0,0,0,potato,store
4506,150,June,2014,KOLKATA,752,1094,5982,potato,store
4507,151,June,2014,LUCKNOW,830,1088,2070,potato,store
4508,152,June,2014,MUMBAI,937,1520,41834,potato,store
4509,153,June,2014,NAGPUR,754,1010,6030,potato,store
4510,154,June,2014,NASIK,0,0,0,potato,store
4511,155,June,2014,PATNA,798,1328,2505,potato,store
4512,156,June,2014,PUNE,0,0,0,potato,store
4513,157,June,2014,RAIPUR,757,1356,947,potato,store
4514,158,June,2014,RANCHI,731,1036,6505,potato,store
4515,159,June,2014,SRINAGAR,931,1775,2070,potato,store
4516,160,June,2014,TRIVENDRUM,0,0,0,potato,store
4517,161,June,2014,VARANASI,580,1014,2614,potato,store
4518,162,July,2014,AHMEDABAD,510,1511,19718,potato,store
4519,163,July,2014,AMRITSAR,371,908,3030,potato,store
4520,164,July,2014,BANGALURU,700,1200,1100,potato,store
4521,165,July,2014,BARAUT,460,815,235,potato,store
4522,166,July,2014,BHOPAL,581,798,5292,potato,store
4523,167,July,2014,BHUBANESHWAR,644,994,10000,potato,store
4524,168,July,2014,CHANDIGARH,543,996,2285,potato,store
4525,169,July,2014,CHENNAI,0,0,0,potato,store
4526,170,July,2014,DEHRADUN,695,1513,3470,potato,store
4527,171,July,2014,DELHI,485,1296,31031,potato,store
4528,172,July,2014,GANGATOK,1527,2208,167,potato,store
4529,173,July,2014,GUWAHATI,1030,1938,5759,potato,store
4530,174,July,2014,HYDERABAD,1021,2042,15490,potato,store
4531,175,July,2014,JAIPUR,529,833,16186,potato,store
4532,176,July,2014,JAMMU,0,0,0,potato,store
4533,177,July,2014,KOLKATA,715,1015,7101,potato,store
4534,178,July,2014,LUCKNOW,885,1096,4265,potato,store
4535,179,July,2014,MUMBAI,873,1628,34420,potato,store
4536,180,July,2014,NAGPUR,693,1127,4810,potato,store
4537,181,July,2014,NASIK,770,1065,230,potato,store
4538,182,July,2014,PATNA,737,1317,3440,potato,store
4539,183,July,2014,PUNE,0,0,0,potato,store
4540,184,July,2014,RAIPUR,711,1315,1164,potato,store
4541,185,July,2014,RANCHI,745,1088,7160,potato,store
4542,186,July,2014,SRINAGAR,996,1700,2010,potato,store
4543,187,July,2014,TRIVENDRUM,1850,3000,23,potato,store
4544,188,July,2014,VARANASI,603,1060,5710,potato,store
4545,189,August,2014,AHMEDABAD,461,1530,17151,potato,store
4546,190,August,2014,AMRITSAR,310,1072,2855,potato,store
4547,191,August,2014,BANGALURU,0,0,0,potato,store
4548,192,August,2014,BARAUT,508,1060,439,potato,store
4549,193,August,2014,BHOPAL,535,807,3767,potato,store
4550,194,August,2014,BHUBANESHWAR,633,989,9750,potato,store
4551,195,August,2014,CHANDIGARH,626,1088,2100,potato,store
4552,196,August,2014,CHENNAI,0,0,0,potato,store
4553,197,August,2014,DEHRADUN,689,1614,3200,potato,store
4554,198,August,2014,DELHI,446,1000,28561,potato,store
4555,199,August,2014,GANGATOK,1680,2259,193,potato,store
4556,200,August,2014,GUWAHATI,1026,1430,4146,potato,store
4557,201,August,2014,HYDERABAD,990,1975,14544,potato,store
4558,202,August,2014,JAIPUR,499,835,20893,potato,store
4559,203,August,2014,JAMMU,663,1146,1830,potato,store
4560,204,August,2014,KOLKATA,704,977,7410,potato,store
4561,205,August,2014,LUCKNOW,858,1062,3543,potato,store
4562,206,August,2014,MUMBAI,866,1836,44440,potato,store
4563,207,August,2014,NAGPUR,585,1109,6300,potato,store
4564,208,August,2014,NASIK,810,1100,170,potato,store
4565,209,August,2014,PATNA,719,1358,3595,potato,store
4566,210,August,2014,PUNE,700,900,725,potato,store
4567,211,August,2014,RAIPUR,674,1356,1195,potato,store
4568,212,August,2014,RANCHI,701,1135,6554,potato,store
4569,213,August,2014,SRINAGAR,1072,1912,2290,potato,store
4570,214,August,2014,TRIVENDRUM,1650,2450,16,potato,store
4571,215,August,2014,VARANASI,663,1077,6455,potato,store
4572,216,September,2014,AHMEDABAD,426,1500,18882,potato,store
4573,217,September,2014,AMRITSAR,347,929,2950,potato,store
4574,218,September,2014,BANGALURU,0,0,0,potato,store
4575,219,September,2014,BARAUT,520,905,252,potato,store
4576,220,September,2014,BHOPAL,474,800,3015,potato,store
4577,221,September,2014,BHUBANESHWAR,582,952,9750,potato,store
4578,222,September,2014,CHANDIGARH,598,1079,2285,potato,store
4579,223,September,2014,CHENNAI,0,0,0,potato,store
4580,224,September,2014,DEHRADUN,0,0,0,potato,store
4581,225,September,2014,DELHI,475,1296,32169,potato,store
4582,226,September,2014,GANGATOK,1665,2196,189,potato,store
4583,227,September,2014,GUWAHATI,993,1407,2495,potato,store
4584,228,September,2014,HYDERABAD,1048,2243,14866,potato,store
4585,229,September,2014,JAIPUR,414,816,14121,potato,store
4586,230,September,2014,JAMMU,743,1200,1740,potato,store
4587,231,September,2014,KOLKATA,691,945,6809,potato,store
4588,232,September,2014,LUCKNOW,851,1033,2557,potato,store
4589,233,September,2014,MUMBAI,884,1500,36208,potato,store
4590,234,September,2014,NAGPUR,611,1000,5315,potato,store
4591,235,September,2014,NASIK,760,1000,400,potato,store
4592,236,September,2014,PATNA,712,1404,3245,potato,store
4593,237,September,2014,PUNE,0,0,0,potato,store
4594,238,September,2014,RAIPUR,708,1333,1159,potato,store
4595,239,September,2014,RANCHI,731,1200,6595,potato,store
4596,240,September,2014,SRINAGAR,1300,1983,2220,potato,store
4597,241,September,2014,TRIVENDRUM,0,0,0,potato,store
4598,242,September,2014,VARANASI,542,1052,6988,potato,store
4599,243,October,2014,AHMEDABAD,416,1500,23084,potato,store
4600,244,October,2014,AMRITSAR,327,900,2145,potato,store
4601,245,October,2014,BANGALURU,0,0,0,potato,store
4602,246,October,2014,BARAUT,549,988,260,potato,store
4603,247,October,2014,BHOPAL,642,850,2909,potato,store
4604,248,October,2014,BHUBANESHWAR,629,926,8950,potato,store
4605,249,October,2014,CHANDIGARH,610,1096,2240,potato,store
4606,250,October,2014,CHENNAI,0,0,0,potato,store
4607,251,October,2014,DEHRADUN,0,0,0,potato,store
4608,252,October,2014,DELHI,453,1291,27949,potato,store
4609,253,October,2014,GANGATOK,2800,3200,102,potato,store
4610,254,October,2014,GUWAHATI,942,1322,3815,potato,store
4611,255,October,2014,HYDERABAD,1038,1967,17704,potato,store
4612,256,October,2014,JAIPUR,410,1600,16522,potato,store
4613,257,October,2014,JAMMU,613,1042,1853,potato,store
4614,258,October,2014,KOLKATA,716,1021,4698,potato,store
4615,259,October,2014,LUCKNOW,814,1091,2741,potato,store
4616,260,October,2014,MUMBAI,867,1500,55120,potato,store
4617,261,October,2014,NAGPUR,582,1000,4960,potato,store
4618,262,October,2014,NASIK,810,1100,140,potato,store
4619,263,October,2014,PATNA,703,1396,2635,potato,store
4620,264,October,2014,PUNE,0,0,0,potato,store
4621,265,October,2014,RAIPUR,694,1300,1065,potato,store
4622,266,October,2014,RANCHI,619,1038,7153,potato,store
4623,267,October,2014,SRINAGAR,1238,1992,3050,potato,store
4624,268,October,2014,TRIVENDRUM,0,0,0,potato,store
4625,269,October,2014,VARANASI,460,883,13814,potato,store
4626,270,November,2014,AHMEDABAD,446,1500,23779,potato,store
4627,271,November,2014,AMRITSAR,227,692,1270,potato,store
4628,272,November,2014,BANGALURU,0,0,0,potato,store
4629,273,November,2014,BARAUT,553,1038,268,potato,store
4630,274,November,2014,BHOPAL,588,1125,3064,potato,store
4631,275,November,2014,BHUBANESHWAR,661,956,8825,potato,store
4632,276,November,2014,CHANDIGARH,3000,5500,40,potato,store
4633,277,November,2014,CHENNAI,0,0,0,potato,store
4634,278,November,2014,DEHRADUN,0,0,0,potato,store
4635,279,November,2014,DELHI,451,960,40370,potato,store
4636,280,November,2014,GANGATOK,1908,2500,157,potato,store
4637,281,November,2014,GUWAHATI,958,1388,3886,potato,store
4638,282,November,2014,HYDERABAD,1059,1878,15800,potato,store
4639,283,November,2014,JAIPUR,383,830,12489,potato,store
4640,284,November,2014,JAMMU,558,1040,1846,potato,store
4641,285,November,2014,KOLKATA,767,1092,4420,potato,store
4642,286,November,2014,LUCKNOW,845,1036,2723,potato,store
4643,287,November,2014,MUMBAI,1850,2550,3480,potato,store
4644,288,November,2014,NAGPUR,638,1029,4860,potato,store
4645,289,November,2014,NASIK,0,0,0,potato,store
4646,290,November,2014,PATNA,631,1226,3090,potato,store
4647,291,November,2014,PUNE,0,0,0,potato,store
4648,292,November,2014,RAIPUR,703,1300,1259,potato,store
4649,293,November,2014,RANCHI,577,1022,6143,potato,store
4650,294,November,2014,SRINAGAR,1298,1983,3030,potato,store
4651,295,November,2014,TRIVENDRUM,0,0,0,potato,store
4652,296,November,2014,VARANASI,431,752,14231,potato,store
4653,297,December,2014,AHMEDABAD,544,1486,20766,potato,store
4654,298,December,2014,AMRITSAR,0,0,0,potato,store
4655,299,December,2014,BANGALURU,0,0,0,potato,store
4656,300,December,2014,BARAUT,525,1050,61,potato,store
4657,301,December,2014,BHOPAL,456,660,3107,potato,store
4658,302,December,2014,BHUBANESHWAR,583,924,8970,potato,store
4659,303,December,2014,CHANDIGARH,0,0,0,potato,store
4660,304,December,2014,CHENNAI,0,0,0,potato,store
4661,305,December,2014,DEHRADUN,0,0,0,potato,store
4662,306,December,2014,DELHI,439,1304,35026,potato,store
4663,307,December,2014,GANGATOK,1841,2486,250,potato,store
4664,308,December,2014,GUWAHATI,613,1063,2365,potato,store
4665,309,December,2014,HYDERABAD,1004,2004,16008,potato,store
4666,310,December,2014,JAIPUR,406,746,6434,potato,store
4667,311,December,2014,JAMMU,484,958,1511,potato,store
4668,312,December,2014,KOLKATA,665,1035,4581,potato,store
4669,313,December,2014,LUCKNOW,0,0,0,potato,store
4670,314,December,2014,MUMBAI,3000,5000,170,potato,store
4671,315,December,2014,NAGPUR,619,1139,3790,potato,store
4672,316,December,2014,NASIK,0,0,0,potato,store
4673,317,December,2014,PATNA,514,1071,1950,potato,store
4674,318,December,2014,PUNE,1200,1800,896,potato,store
4675,319,December,2014,RAIPUR,677,1267,769,potato,store
4676,320,December,2014,RANCHI,503,1017,7345,potato,store
4677,321,December,2014,SRINAGAR,1291,1991,2850,potato,store
4678,322,December,2014,TRIVENDRUM,0,0,0,potato,store
4679,323,December,2014,VARANASI,387,750,6922,potato,store
4680,0,January,2015,AHMEDABAD,825,2000,2049,potato,store
4681,1,January,2015,AMRITSAR,1800,3000,15,potato,store
4682,2,January,2015,BANGALURU,0,0,0,potato,store
4683,3,January,2015,BHOPAL,383,799,4387,potato,store
4684,4,January,2015,BHUBANESHWAR,847,1064,8900,potato,store
4685,5,January,2015,CHANDIGARH,0,0,0,potato,store
4686,6,January,2015,CHENNAI,0,0,0,potato,store
4687,7,January,2015,DEHRADUN,0,0,0,potato,store
4688,8,January,2015,DELHI,0,0,0,potato,store
4689,9,January,2015,GANGATOK,0,0,0,potato,store
4690,10,January,2015,GUWAHATI,0,0,0,potato,store
4691,11,January,2015,HYDERABAD,1046,2017,5212,potato,store
4692,12,January,2015,JAIPUR,0,0,0,potato,store
4693,13,January,2015,JAMMU,0,0,0,potato,store
4694,14,January,2015,KOLKATA,1018,1362,2225,potato,store
4695,15,January,2015,LUCKNOW,0,0,0,potato,store
4696,16,January,2015,MUMBAI,1234,2000,0,potato,store
4697,17,January,2015,NAGPUR,960,1543,8120,potato,store
4698,18,January,2015,NASIK,0,0,0,potato,store
4699,19,January,2015,PATNA,0,0,0,potato,store
4700,20,January,2015,PIMPALGAON,0,0,0,potato,store
4701,21,January,2015,RAIPUR,728,1396,0,potato,store
4702,22,January,2015,RANCHI,652,1200,7565,potato,store
4703,23,January,2015,SRINAGAR,1154,1600,2380,potato,store
4704,24,January,2015,TRIVENDRUM,0,0,0,potato,store
4705,25,January,2015,VARANASI,0,0,0,potato,store
4706,26,February,2015,AHMEDABAD,0,0,0,potato,store
4707,27,February,2015,AMRITSAR,0,0,0,potato,store
4708,28,February,2015,BANGALURU,0,0,0,potato,store
4709,29,February,2015,BHOPAL,380,765,1036,potato,store
4710,30,February,2015,BHUBANESHWAR,880,1171,3880,potato,store
4711,31,February,2015,CHANDIGARH,0,0,0,potato,store
4712,32,February,2015,CHENNAI,0,0,0,potato,store
4713,33,February,2015,DEHRADUN,0,0,0,potato,store
4714,34,February,2015,DELHI,0,0,0,potato,store
4715,35,February,2015,GANGATOK,0,0,0,potato,store
4716,36,February,2015,GUWAHATI,0,0,0,potato,store
4717,37,February,2015,HYDERABAD,1150,2000,492,potato,store
4718,38,February,2015,JAIPUR,0,0,0,potato,store
4719,39,February,2015,JAMMU,411,900,922,potato,store
4720,40,February,2015,KOLKATA,0,0,0,potato,store
4721,41,February,2015,LUCKNOW,0,0,0,potato,store
4722,42,February,2015,MUMBAI,1264,2000,0,potato,store
4723,43,February,2015,NAGPUR,893,1514,3150,potato,store
4724,44,February,2015,NASIK,1102,1458,1630,potato,store
4725,45,February,2015,PATNA,0,0,0,potato,store
4726,46,February,2015,PIMPALGAON,0,0,0,potato,store
4727,47,February,2015,RAIPUR,719,1330,0,potato,store
4728,48,February,2015,RANCHI,540,1008,7330,potato,store
4729,49,February,2015,SRINAGAR,1080,1717,1110,potato,store
4730,50,February,2015,TRIVENDRUM,0,0,0,potato,store
4731,51,February,2015,VARANASI,0,0,0,potato,store
4732,52,March,2015,AHMEDABAD,0,0,0,potato,store
4733,53,March,2015,AMRITSAR,1200,2000,30,potato,store
4734,54,March,2015,BANGALURU,0,0,0,potato,store
4735,55,March,2015,BHOPAL,0,0,0,potato,store
4736,56,March,2015,BHUBANESHWAR,1142,1429,850,potato,store
4737,57,March,2015,CHANDIGARH,1313,2000,60,potato,store
4738,58,March,2015,CHENNAI,0,0,0,potato,store
4739,59,March,2015,DEHRADUN,0,0,0,potato,store
4740,60,March,2015,DELHI,0,0,0,potato,store
4741,61,March,2015,GANGATOK,0,0,0,potato,store
4742,62,March,2015,GUWAHATI,0,0,0,potato,store
4743,63,March,2015,HYDERABAD,0,0,0,potato,store
4744,64,March,2015,JAIPUR,600,1200,878,potato,store
4745,65,March,2015,JAMMU,0,0,0,potato,store
4746,66,March,2015,KOLKATA,0,0,0,potato,store
4747,67,March,2015,LUCKNOW,0,0,0,potato,store
4748,68,March,2015,MUMBAI,1320,2000,0,potato,store
4749,69,March,2015,NAGPUR,923,1515,7020,potato,store
4750,70,March,2015,NASIK,1180,1450,187,potato,store
4751,71,March,2015,PATNA,0,0,0,potato,store
4752,72,March,2015,PIMPALGAON,0,0,0,potato,store
4753,73,March,2015,RAIPUR,0,0,0,potato,store
4754,74,March,2015,RANCHI,787,1216,6480,potato,store
4755,75,March,2015,SRINAGAR,1262,1927,1310,potato,store
4756,76,March,2015,TRIVENDRUM,0,0,0,potato,store
4757,77,March,2015,VARANASI,0,0,0,potato,store
4758,78,April,2015,AHMEDABAD,1008,1876,16966,potato,store
4759,79,April,2015,AMRITSAR,0,0,0,potato,store
4760,80,April,2015,BANGALURU,0,0,0,potato,store
4761,81,April,2015,BHOPAL,483,1036,3161,potato,store
4762,82,April,2015,BHUBANESHWAR,1424,1782,745,potato,store
4763,83,April,2015,CHANDIGARH,0,0,0,potato,store
4764,84,April,2015,CHENNAI,0,0,0,potato,store
4765,85,April,2015,DEHRADUN,0,0,0,potato,store
4766,86,April,2015,DELHI,0,0,0,potato,store
4767,87,April,2015,GANGATOK,1463,2000,119,potato,store
4768,88,April,2015,GUWAHATI,0,0,0,potato,store
4769,89,April,2015,HYDERABAD,0,0,0,potato,store
4770,90,April,2015,JAIPUR,990,1522,5076,potato,store
4771,91,April,2015,JAMMU,0,0,0,potato,store
4772,92,April,2015,KOLKATA,0,0,0,potato,store
4773,93,April,2015,LUCKNOW,0,0,0,potato,store
4774,94,April,2015,MUMBAI,1518,2000,0,potato,store
4775,95,April,2015,NAGPUR,972,1700,6540,potato,store
4776,96,April,2015,NASIK,1260,1700,80,potato,store
4777,97,April,2015,PATNA,1230,1840,620,potato,store
4778,98,April,2015,PIMPALGAON,0,0,0,potato,store
4779,99,April,2015,RAIPUR,1265,2000,412,potato,store
4780,100,April,2015,RANCHI,824,1261,6230,potato,store
4781,101,April,2015,SRINAGAR,1241,1963,1150,potato,store
4782,102,April,2015,TRIVENDRUM,0,0,0,potato,store
4783,103,April,2015,VARANASI,0,0,0,potato,store
4784,104,May,2015,AHMEDABAD,1050,1996,14283,potato,store
4785,105,May,2015,AMRITSAR,0,0,0,potato,store
4786,106,May,2015,BANGALURU,0,0,0,potato,store
4787,107,May,2015,BHOPAL,656,1165,3116,potato,store
4788,108,May,2015,BHUBANESHWAR,1544,1885,7580,potato,store
4789,109,May,2015,CHANDIGARH,0,0,0,potato,store
4790,110,May,2015,CHENNAI,0,0,0,potato,store
4791,111,May,2015,DEHRADUN,1380,2150,59,potato,store
4792,112,May,2015,DELHI,1178,1625,6517,potato,store
4793,113,May,2015,GANGATOK,1771,2179,198,potato,store
4794,114,May,2015,GUWAHATI,1446,1841,3977,potato,store
4795,115,May,2015,HYDERABAD,1550,2938,3232,potato,store
4796,116,May,2015,JAIPUR,1138,1796,11232,potato,store
4797,117,May,2015,JAMMU,0,0,0,potato,store
4798,118,May,2015,KOLKATA,0,0,0,potato,store
4799,119,May,2015,LUCKNOW,0,0,0,potato,store
4800,120,May,2015,MUMBAI,1621,2000,0,potato,store
4801,121,May,2015,NAGPUR,1077,2000,6990,potato,store
4802,122,May,2015,NASIK,1260,1700,80,potato,store
4803,123,May,2015,PATNA,1445,2012,1935,potato,store
4804,124,May,2015,PIMPALGAON,0,0,0,potato,store
4805,125,May,2015,RAIPUR,1345,2000,889,potato,store
4806,126,May,2015,RANCHI,1040,1483,1805,potato,store
4807,127,May,2015,SRINAGAR,1318,2000,2810,potato,store
4808,128,May,2015,TRIVENDRUM,0,0,0,potato,store
4809,129,May,2015,VARANASI,0,0,0,potato,store
4810,130,June,2015,AHMEDABAD,1165,2019,16245,potato,store
4811,131,June,2015,AMRITSAR,874,1685,530,potato,store
4812,132,June,2015,BANGALURU,1750,3000,757,potato,store
4813,133,June,2015,BHOPAL,1113,1576,4518,potato,store
4814,134,June,2015,BHUBANESHWAR,1594,1969,8982,potato,store
4815,135,June,2015,CHANDIGARH,1213,2033,2365,potato,store
4816,136,June,2015,CHENNAI,0,0,0,potato,store
4817,137,June,2015,DEHRADUN,0,0,0,potato,store
4818,138,June,2015,DELHI,1422,1962,23408,potato,store
4819,139,June,2015,GANGATOK,1912,2396,127,potato,store
4820,140,June,2015,GUWAHATI,1768,2265,3637,potato,store
4821,141,June,2015,HYDERABAD,1577,3096,14152,potato,store
4822,142,June,2015,JAIPUR,1251,1981,13813,potato,store
4823,143,June,2015,JAMMU,0,0,0,potato,store
4824,144,June,2015,KOLKATA,1636,2030,5571,potato,store
4825,145,June,2015,LUCKNOW,1320,1792,2106,potato,store
4826,146,June,2015,MUMBAI,1555,2000,0,potato,store
4827,147,June,2015,NAGPUR,1293,2091,4590,potato,store
4828,148,June,2015,NASIK,1476,1905,785,potato,store
4829,149,June,2015,PATNA,1516,2089,1795,potato,store
4830,150,June,2015,PIMPALGAON,0,0,0,potato,store
4831,151,June,2015,RAIPUR,1492,2169,936,potato,store
4832,152,June,2015,RANCHI,0,0,0,potato,store
4833,153,June,2015,SRINAGAR,1608,2140,2390,potato,store
4834,154,June,2015,TRIVENDRUM,0,0,0,potato,store
4835,155,June,2015,VARANASI,0,0,0,potato,store
4836,156,July,2015,AHMEDABAD,1213,2122,15059,potato,store
4837,157,July,2015,AMRITSAR,923,1552,357,potato,store
4838,158,July,2015,BANGALURU,1750,3000,945,potato,store
4839,159,July,2015,BHOPAL,1327,1878,2585,potato,store
